Прайс лабораторных анализов;;;;;;;
1. ОБЩЕКЛИНИЧЕСКИЕ ИССЛЕДОВАНИЯ КРОВИ;;;;;;;
;;;;;;;
1.1. Общеклинические исследования крови;;;;;;;
* тест TRO выполняется только в комплексе с тестом №5;;;;;;;
10.25. Дифтерия (дифтерийная палочка);;;;;;;
;;;;;;;
855;;;Антитела класса IgG к дифтерийному анатоксину  (Anti-Diphtheria Toxoid IgG);;Сыворотка крови;до 5 р.д.;1 040,00
469;;;Посев на дифтерию (Corynebacterium diphtheriae Culture);;"Мазок; Отделяемое носа; Отделяемое носоглотки; Отделяемое пазухи; Отделяемое ротоглотки";до 5 к.д.;795,00
10.26. Иерсинии (иерсиниоз, псевдотуберкулез);;;;;;;
КП - коэффициент позитивности;;;;;;;
460;;;Посев кала на иерсинии (Yersinia enterocolitica, иерсиниоз, определение чувствительности к антимикробным препаратам (Yersinia enterocolitica, Stool Culture. Bacteria Identification and Antibiotic Susceptibility Testing);;Кал;до 13 р.д.;1 500,00
286;;;РПГА с Yersinia pseudotuberculosis (Yersinia pseudotuberculosis IHA);;Сыворотка крови;до 4 к.д.;565,00
284;;;РПГА с Yersinia еnterocolitica серотипа О:3  (Yersinia enterocolitica O:3, IHA);;Сыворотка крови;до 4 к.д.;565,00
285;;;РПГА с Yersinia еnterocolitica серотипа О:9 (Yersinia enterocolitica O:9, IHA);;Сыворотка крови;до 4 к.д.;565,00
2381;;;Антитела класса IgA к антигенам Yersinia Enterocolitica и Yersinia Pseudotuberculosis (anti-Yersinia Enterocolitica, anti-Yersinia Pseudotuberculosis, IgA);;Сыворотка крови;до 6 к.д.;635,00
2391;;;Антитела класса IgG к антигенам Yersinia Enterocolitica и Yersinia Pseudotuberculosis (anti-Yersinia Enterocolitica, anti-Yersinia Pseudotuberculosis, IgG);;Сыворотка крови;до 6 к.д.;635,00
238;;;Антитела класса IgA к антигенам Yersinia еnterocolitica (Аnti-Yersinia enterocolitica IgA);;Сыворотка крови;до 6 к.д.;635,00
239;;;Антитела класса IgG к антигенам Yersinia еnterocolitica (Аnti-Yersinia enterocolitica IgG);;Сыворотка крови;до 6 к.д.;705,00
1420;;;Антитела класса IgM к антигенам Yersinia еnterocolitica и Yersinia pseudotuberculosis;;Сыворотка крови;до 7 р.д.;1 290,00
10.27. Кампилобактериоз, кампилобактер;;;;;;;
;;;;;;;
461;;;Посев кала на кампилобактер (Campylobacter sрp.) (Campylobacter spp., Stool Culture. Bacterial Identification);;Кал;до 6 р.д.;1 500,00
10.28. Кандидоз, кандида;;;;;;;
КП - коэффициент позитивности;;;;;;;
254;;;Aнтитела класса IgG к Candida albicans (Anti-Candida albicans IgG );;Сыворотка крови;до 6 р.д.;910,00
6617;;;Плесень Candida albicans, IgG (M5) (M5 Candida albicans, IgG );;Сыворотка крови;до 4 р.д.;695,00
344ВПТ;;;Кандида, определение ДНК в выпоте (Candida albicans, DNA, Exudate)*;;Выпоты;1 р.д.;290,00
344КОЖ;;;Кандида, определение ДНК в соскобе эпителиальных клеток кожи (Candida albicans, DNA, Scrape of Skin Epithelial Cells)*;;Соскоб;1 р.д.;290,00
344МОЧ;;;Кандида, определение ДНК в моче (Candida albicans, DNA, Urine)*;;Моча;1 р.д.;290,00
344ПРК;;;Кандида, определение ДНК в соскобе эпителиальных клеток слизистой прямой кишки (Candida albicans, DNA, Scrape of Rectal Epithelial Cells)*;;Соскоб;1 р.д.;290,00
344РОТ;;;Кандида, определение ДНК в соскобе эпителиальных клеток ротоглотки (Candida albicans, DNA, Scrape of Faucial Epithelial Cells)*;;Соскоб;1 р.д.;290,00
344СЛН;;;Кандида, определение ДНК в слюне (Candida albicans, DNA, Saliva)*;;Слюна;1 р.д.;290,00
344СП;;;Кандида, определение ДНК в секрете простаты, эякуляте (Candida albicans, DNA, Prostatic Fluid, Semen)*;;"Секрет простаты; Эякулят";1 р.д.;290,00
344УРО;;;Кандида, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Candida albicans, DNA, Scrape of Urogenital Epithelial Cells)*;;Соскоб;1 р.д.;290,00
3021;;;Кандидоз, скрининг и типирование (Candidiasis, Screening and Typing);;Соскоб;до 5 р.д.;1 070,00
3023;;;Кандидоз, скрининг (Candidiasis, Screening );;Соскоб;до 5 р.д.;425,00
3024;;;Кандидоз, типирование (Candidiasis, Typing);;Соскоб;до 5 р.д.;765,00
442;;;Посев на дрожжеподобные грибы (родов Candida, Cryptococcus) с определением чувствительности к антимикотическим препаратам (Yeast Culture. Identification and Antimycotic Susceptibility testing);;"Асцитическая жидкость; Гной; Суставная жидкость; Транссудат; Экссудат; Эякулят; Секрет простаты; Содержимое абсцесса; Содержимое инфильтрата; Содержимое полости матки; Содержимое уха; Соскоб; Отделяемое половых органов; Отделяемое раны; Отделяемое ротоглотки; Плевральная жидкость; Промывные воды бронхов; Ректальный мазок; Моча; Назотрахеальный аспират; Отделяемое глаза; Отделяемое носа; Отделяемое носоглотки; Отделяемое пазухи; Желчь; Кал; Крайняя плоть; Ликвор; Мазок; Мокрота";до 6 к.д.;1 210,00
3802;;;Грибковые инфекции - выявление и типирование возбудителей микозов родов Candida, Malassezia, Saccharomyces и Debaryomyces;;"Бронхоальвеолярный лаваж, ПЦР; Мокрота; Моча; Смывы; Соскоб";до 6 р.д.;2 690,00
442-Р;;;Посев на дрожжеподобные грибы (родов Candida, Cryptococcus) с определением чувствительности к расширенному спектру антимикотических препаратов (Yeast Culture. Identification and Antimycotic Susceptibility testing);;"Гной; Кровь; Ликвор; Мазок; Содержимое уха; Соскоб; Суставная жидкость; Транссудат; Экссудат; Эякулят; Промывные воды бронхов; Секрет простаты; Содержимое абсцесса; Содержимое инфильтрата; Содержимое полости матки; Содержимое трахеостомической/интубационной трубки; Отделяемое носоглотки; Отделяемое пазухи; Отделяемое половых органов; Отделяемое раны; Отделяемое ротоглотки; Плевральная жидкость; Мокрота; Моча; Назотрахеальный аспират; Отделяемое глаза; Отделяемое из хирургического дренажа; Отделяемое носа";до 7 к.д.;1 590,00
1247;;;Определение маннанового антигена Candida в крови (Platelia Candida Ag);;Плазма крови;до 6 р.д.;4 990,00
1248;;;Определение антиманнановых антител Candida в крови (Platelia Candida Ab);;Плазма крови;;4 990,00
10.29. Клещевой энцефалит, вирус клещевого энцефалита;;;;;;;
;;;;;;;
267;;;Антитела класса IgG к вирусу клещевого энцефалита (Anti-Tick-borne Encephalitis Virus (TBEV) IgG);;Сыворотка крови;до 6 р.д.;565,00
268;;;Антитела класса IgM к вирусу клещевого энцефалита (Anti-Tick-borne Encephalitis Virus (TBEV) IgM);;Сыворотка крови;до 6 р.д.;795,00
1227M;;;Лабораторное исследование клеща для выявления РНК/ДНК возбудителей инфекций, передающихся иксодовыми клещами: КЛЕЩЕВОЙ ЭНЦЕФАЛИТ, БОРРЕЛИОЗ (БОЛЕЗНЬ ЛАЙМА), АНАПЛАЗМОЗ, ЭРЛИХИОЗ (Detection of pathogen DNA/RNA in ticks: Tick-borne encephalitis Virus (TBEV), Borrelia burgdorferi s. l., Anaplasma Phagocytophillum, Ehrlichia muris/chaffeеnsisб  (RNA/DNA), PCR);;Клещ;до 4 к.д.;2 390,00
34Д;;;Исследование клеща на ДНК Anaplasma phagocytophilu*;;Клещ;до 3 к.д.;790,00
35Д;;;Лабораторное исследование клеща для выявления РНК вируса клещевого энцефалита (Tick-borne encephalitis Virus, TBEV, RNA);;Клещ;до 4 к.д.;1 190,00
36Д;;;Исследование клеща на ДНК Borrelia miyamotoi методом ПЦР (Study of Tick: Borrelia miyamotoi DNA, PCR);;Клещ;до 3 к.д.;890,00
37Д;;;Исследование клеща: скрининг (лабораторное исследование клеща для выявления РНК/ДНК возбудителей инфекций, передающихся иксодовыми клещами: РНК Tick-borne encephalitis Virus (TBEV), ДНК Borrelia burgdorferi s. l.) (Study of Tick: Screening);;Клещ;до 4 р.д.;1 790,00
38Д;;;Лабораторное исследование клеща для выявления РНК/ДНК возбудителей инфекций, передаваемых иксодовыми клещами: клещевого энцефалита,  боррелиоза (болезни Лайма), анаплазмоза, эрлихиоза;;Клещ;до 4 р.д.;2 080,00
39Д;;;Исследование клеща на  Ehrlichia muris, Ehrlichia*;;Клещ;до 3 к.д.;790,00
48Д;;;Лабораторное исследование клеща для выявления РНК/ДНК возбудителей инфекций, передающихся иксодовыми клещами: КЛЕЩЕВОЙ ЭНЦЕФАЛИТ, БОРРЕЛИОЗ (БОЛЕЗНЬ ЛАЙМА), АНАПЛАЗМОЗ, ЭРЛИХИОЗ, РИККЕТСИОЗ (Detection of pathogen DNA/RNA in ticks: Tick-borne encephalitis Virus (TBEV), Borrelia burgdorferi s. l.,  Borrelia miamotoi,  Anaplasma phagocytophillum, Ehrlichia muris, Rickettsia heilongjiangensis, Rickettsia sibirica, PCR);;Клещ;до 4 к.д.;3 150,00
10.30. Клостридиоз, псевдомембранозный колит;;;;;;;
;;;;;;;
462;;;Посев на клостридии (Clostridium difficile, псевдомембранозный колит) (Clostridium difficile Culture. Bacteria Identification and Antibiotic Susceptibility Testing);;"Желчь; Кал";до 7 р.д.;1 520,00
486/479;;;Раздельное определение токсина А и токсина В Clostridium difficile в кале, антигенный тест (Toxin A and B Clostridium difficile. One step rapid immunосhromotographic assay);;Кал;до 2 к.д.;1 485,00
10.31. Коклюш;;;;;;;
КП - коэффициент позитивности;;;;;;;
247;;;Aнтитела класса IgA к Bordetella pertussis (Anti-Bordetella pertussis IgA );;Сыворотка крови;до 5 р.д.;1 040,00
245;;;Aнтитела класса IgG к Bordetella pertussis (Anti-Bordetella pertussis IgG);;Сыворотка крови;до 5 р.д.;1 040,00
246;;;Aнтитела класса IgM к Bordetella pertussis (Anti-Bordetella pertussis IgM);;Сыворотка крови;до 5 р.д.;1 040,00
470;;;Посев отделяемого ротоглотки на бордетеллы (Bordetella pertussis/parapertussis, коклюш/паракоклюш) (Bordetella pertussis/parapertussis, Nasopharyngeal Culture. Bacteria Identification);;Отделяемое ротоглотки;до 6 р.д.;1 735,00
3319;;;Дифференцированное выявление ДНК Bordetella species: Bordetella pertussis (возбудитель коклюша) и Bordetella bronchiseptica (возбудитель бронхосептикоза) в соскобе эпителиальных клеток слизистой ротоглотки и/или носоглотки (Differentiated detection of DNA Bordetella spp.: Bordetella pertussis (pertussis pathogen) and Bordetella bronchiseptica (bronchosepticosis pathogen) in a scraping of the oropharynx and or nasopharynx);;Соскоб;до 3 р.д.;1 000,00
2107;;;Определение антител к возбудителю коклюша и паракоклюша;;Сыворотка крови;до 8 р.д.;1 140,00
10.32. Коронавирусная инфекция;;;;;;;
;;;;;;;
1641;;;Антитела к коронавирусу SARS-CoV-2, IgM (anti-SARS-CoV-2, IgM);;Сыворотка крови;до 5 р.д.;935,00
1652;;;Антитела к спайковому (S) белку SARS-CoV-2, IgG, качественное определение. Оценка иммунитета ДО и ПОСЛЕ вакцинации (anti-SARS-CoV-2 S (spike) protein antibody, IgG, qualitative. Assessment of immunity before and after vaccination);;Сыворотка крови;до 7 к.д.;1 105,00
1658;;;Антитела к SARS CoV-2 (S-белку, включая RBD), IgG, количественный;;Сыворотка крови;до 4 р.д.;1 300,00
1659;;;Антитела, количественные, к спайковому (S) белку (RBD) SARS-CoV-2, IgG (Anti-SARS-CoV-2, spike (S) protein (RBD),  IgG, quantitative).;;Сыворотка крови;1 к.д.;1 565,00
1663;;;Антитела, количественные, к спайковому (S) белку (RBD) SARS-CoV-2, IgG (с выдачей специального бланка результата для выезжающих в Израиль) Anti-SARS-CoV-2, spike (S) protein, IgG, quantitative (special result form for those traveling to Israel).;;Сыворотка крови;1 к.д.;1 565,00
1641/58;;;Антитела к коронавирусу SARS-CoV-2, IgM (качественное определение) и IgG (количественное определение) (Anti-SARS-CoV-2, IgM/IgG);;Сыворотка крови;до 4 р.д.;1 775,00
1641/59;;;Антитела к коронавирусу SARS-CoV-2, IgM (качественное определение) и IgG (количественное определение) (Anti-SARS-CoV-2, IgM/IgG);;Сыворотка крови;до 5 р.д.;2 195,00
3320;;;Коронавирус SARS-CoV-2, определение РНК в мазке со слизистой носоглотки и ротоглотки (Coronavirus SARS-CoV-2 RNA detection in nasopharyngeal and oropharyngeal smear);;Мазок;1 к.д.;1 100,00
2646;;;Экспресс-тест для выявления антигена вируса гриппа типов А/В и антигена коронавируса SARS-CoV-2 методом иммунохроматографического анализа в мазке из рото- или носоглотки, качественный (Influenza A/B, SARS-CoV-2 antigen express test, nasopharyngeal or oropharyngeal smear, qualitative);;Мазок;1 к.д.;890,00
2646COV;;;Антиген вируса SARS-COV-2 (COVID-19) (SARS-CoV-2 antigen);;Мазок;1 к.д.;296,00
2646INFA;;;Антиген вируса гриппа типа А (Influenza A antigen);;Мазок;1 к.д.;296,00
2646INFB;;;Антиген вируса гриппа типа В (Influenza B antigen);;Мазок;1 к.д.;296,00
10.33. Корь;;;;;;;
;;;;;;;
2500;;;Антитела класса IgG к вирусу кори (Аnti-Measles IgG);;Сыворотка крови;до 4 р.д.;745,00
10.34. Краснуха;;;;;;;
;;;;;;;
84;;;Антитела класса IgG к вирусу краснухи (Аnti-Rubella IgG);;Сыворотка крови;1 к.д.;465,00
85;;;Антитела класса IgМ к вирусу краснухи (Аnti-Rubella IgМ);;Сыворотка крови;1 к.д.;635,00
1142;;;Антитела класса IgG к антигенам вируса краснухи, выявляемые методом иммуноблоттинга (Аnti-Rubella IgG, Immunoblot );;Сыворотка крови;до 7 р.д.;6 570,00
3AVRUB;;;Авидность Anti-Rubella IgG;;Сыворотка крови;до 6 р.д.;1 240,00
338СВ;;;Определение РНК (Rubella virus, RNA) в сыворотке крови;;Сыворотка крови;1 к.д.;765,00
10.35. Криптоспоридиоз, водянистая диарея (криптоспоридии парвум);;;;;;;
;;;;;;;
482;;;Криптоспоридии парвум (Cryptosporidium parvum), диарейный синдром, антигенный тест (Cryptosporidium parvum. One Step Rapid Immunосhromotographic Assay);;Кал;1 к.д.;1 010,00
10.36. Лактобактерии, лактобациллы;;;;;;;
;;;;;;;
345УРО;;;Лактобактерии, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Lactobаcillus spp., DNA, Scrape of Urogenital Epithelial Cells)*;;Соскоб;до 5 р.д.;400,00
10.37. Листериоз, листерии;;;;;;;
;;;;;;;
3114МОЧ;;;Листерии, определение ДНК в моче (Listeria monocytogenes, DNA, Urine)*;;Моча;до 6 р.д.;290,00
3114НОС;;;Листерии, определение ДНК в соскобе эпителиальных клеток слизистой носа (Listeria monocytogenes, DNA, Scrape of Nasal Epithelial Cells)*;;Соскоб;до 6 р.д.;280,00
3114ПЛ;;;Листерии, определение ДНК в плазме крови (Listeria monocytogenes, DNA, Plasma)*;;Плазма крови;до 6 р.д.;280,00
3114РОТ;;;Листерии, определение ДНК в соскобе эпителиальных клеток ротоглотки (Listeria monocytogenes, DNA, Scrape of Faucial Epithelial Cells)*;;Соскоб;до 6 р.д.;280,00
3114СИН;;;Листерии, определение ДНК в синовиальной жидкости (Listeria monocytogenes, DNA, Synovial Fluid)*;;Синовиальная жидкость;до 6 р.д.;540,00
3114СМЖ;;;Листерии, определение ДНК в спинномозговой жидкости (Listeria monocytogenes, DNA, Cerebrospinal Fluid)*;;Спинномозговая жидкость;до 6 р.д.;290,00
453;;;Посев на листерии (Listeria monocytogenes) с определением чувствительности к антимикробным препаратам (Listeria monocytogenes Culture. Bacteria Identification and Antibiotic Susceptibility testing);;"Отделяемое глаза; Отделяемое половых органов; Отделяемое ротоглотки; Секрет простаты; Содержимое полости матки; Эякулят";до 5 к.д.;840,00
10.38. Лямблиоз, лямблии;;;;;;;
КП - коэффициент позитивности;;;;;;;
234;;;Антитела классов IgM, IgG, IgA к антигенам лямблий, суммарно (Аnti-Giardia lamblia IgM, IgG, IgA, Total);;Сыворотка крови;до 5 к.д.;725,00
483;;;Лямблии (Giardia liamblia), диарейный синдром, антигенный тест (Giardia liamblia. One Step Rapid Immunосhromotographic Assay);;Кал;до 2 к.д.;1 010,00
10.39. Менингит, менингококк;;;;;;;
;;;;;;;
471;;;Посев на менингококки, определение чувствительности к антимикробным препаратам (Neisseria meningitidis Culture. Bacteria Identification and Antibiotic Susceptibility Testing);;"Ликвор; Отделяемое носоглотки";до 5 к.д.;910,00
3005;;;Нейроинфекции. Выявление ДНК и дифференциация N. meningitidis, H. influenzae, S. Pneumoniae;;"Мазок; Спинномозговая жидкость";до 4 р.д.;2 390,00
3038;;;Менингококк (Neisseria meningitidis), кач. определение ДНК;;"Соскоб; Спинномозговая жидкость";до 2 к.д.;990,00
10.40. Микозы (паразитарные грибы – дерматофиты);;;;;;;
;;;;;;;
995;;;Микроскопическое исследование на патогенные грибы (Microscopic examination for pathogenic fungi);;"Кожа; Кожа и волосы; Ногти";до 3 р.д.;985,00
1277;;;Микроскопическое исследование и посев на патогенные грибы (Microscopic examination and Culture for pathogenic fungi);;"Кожа; Кожа и волосы; Ногти";до 24 р.д.;1 885,00
1277КЖНГ;;;Посев на патогенные грибы;;"Кожа; Кожа и волосы; Ногти";до 24 р.д.;1 885,00
3014;;;Дерматофиты (Trichophyton, Epidermophyton, Microsporum), определение ДНК в образцах кожи, волос, ногтей;;"Волосы; Кожа; Ногти";до 7 р.д.;1 090,00
10.41. Микоплазменная инфекция, микоплазмоз;;;;;;;
КП - коэффициент позитивности;;;;;;;
302МОЧ;;;Микоплазма (Mycoplasma hominis), определение ДНК в моче (Mycoplasma hominis, DNA, Urine)*;;Моча;1 р.д.;290,00
302СП;;;Микоплазма (Mycoplasma hominis), определение ДНК в секрете простаты, эякуляте (Mycoplasma hominis, DNA, Prostatic Fluid, Semen)*;;"Секрет простаты; Эякулят";1 р.д.;290,00
302УРО;;;Микоплазма (Mycoplasma hominis), определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Mycoplasma hominis, DNA, Scrape of Urogenital Epithelial Cells)*;;Соскоб;1 р.д.;290,00
308МОЧ;;;Микоплазма (Mycoplasma genitalium), определение ДНК в моче (Mycoplasma genitalium, DNA, Urine)*;;Моча;1 р.д.;290,00
308СП;;;Микоплазма (Mycoplasma genitalium), определение ДНК в секрете простаты, эякуляте (Mycoplasma genitalium, DNA, Prostatic Fluid, Semen)*;;"Секрет простаты; Эякулят";1 р.д.;290,00
308УРО;;;Микоплазма (Mycoplasma genitalium), определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Mycoplasma genitalium, DNA, Scrape of Urogenital Epithelial Cells)*;;Соскоб;1 р.д.;300,00
347МК;;;Микоплазма (Mycoplasma pneumoniae), определение ДНК в мокроте (Mycoplasma pneumoniae, DNA, Sputum)*;;"Бронхоальвеолярный лаваж, ПЦР; Мокрота; Смывы";до 3 р.д.;735,00
347ПЛ;;;Микоплазма (Mycoplasma pneumoniae), определение ДНК в плазме крови (Mycoplasma pneumoniae, DNA, Plasma)*;;Плазма крови;до 3 р.д.;510,00
347РОТ;;;Микоплазма (Mycoplasma pneumoniae), определение ДНК в соскобе эпителиальных клеток ротоглотки (Mycoplasma pneumoniae, DNA, Scrape of Faucial Epithelial Cells)*;;Соскоб;до 3 р.д.;390,00
347СЛН;;;Микоплазма (Mycoplasma pneumoniae), определение ДНК в слюне (Mycoplasma pneumoniae, DNA, Saliva)*;;Слюна;до 4 р.д.;280,00
179/80;;;Антитела классов IgМ и IgG к Mycoplasma hominis (Аnti-Mycoplasma hominis IgМ, IgG);;Сыворотка крови;до 5 р.д.;1 120,00
179;;;Антитела класса IgМ к Mycoplasma hominis (Аnti-Mycoplasma hominis IgМ);;Сыворотка крови;до 5 р.д.;565,00
180;;;Антитела класса IgG к Mycoplasma hominis (Аnti-Mycoplasma hominis IgG);;Сыворотка крови;до 5 р.д.;565,00
260;;;Антитела класса IgA к Mycoplasma hominis (Аnti-Mycoplasma hominis IgA);;Сыворотка крови;до 6 р.д.;795,00
181/82;;;Aнтитела классов IgM и IgG к Mycoplasma pneumoniae (Anti-Mycoplasma pneumoniae IgM, IgG);;Сыворотка крови;до 5 р.д.;1 345,00
181;;;Aнтитела класса IgM к Mycoplasma pneumoniae (Anti-Mycoplasma pneumoniae IgM);;Сыворотка крови;до 5 р.д.;675,00
182;;;Aнтитела класса IgG к Mycoplasma pneumoniae (Anti-Mycoplasma pneumoniae IgG);;Сыворотка крови;до 5 р.д.;675,00
1367;;;Антитела класса IgА к Mycoplasma pneumoniae (Anti-Mycoplasma pneumoniae IgA);;Сыворотка крови;до 5 р.д.;725,00
10.42. Микробиоценоз урогенитального тракта;;;;;;;
;;;;;;;
345УРО;;;Лактобактерии, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Lactobаcillus spp., DNA, Scrape of Urogenital Epithelial Cells)*;;Соскоб;до 5 р.д.;400,00
396УРО;;;Бактероиды, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Bacteroides spp., DNA, Scrape of Urogenital Epithelial Cells)*;;Соскоб;до 5 р.д.;280,00
397УРО;;;Мобилункус, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Mobiluncus curtisii, DNA, Scrape of Urogenital Epithelial Cells);;Соскоб;до 4 р.д.;280,00
380;;;Скрининг микрофлоры урогенитального тракта. Фемофлор Скрин. (UROGENITAL TRACT MICROBIOCENOSIS, Screening ( PCR Panel Femoflor Screen));;Соскоб;до 6 р.д.;2 190,00
383;;;Выявление возбудителей ИППП (7 + КВМ), соскоб эпителиальных клеток урогенитального тракта (Identification of Sexually Transmitted Infections (STI) Pathogens, Scrape of Urogenital Epithelial Cells)*;;Соскоб;до 5 р.д.;1 670,00
386;;;Исследование биоценоза урогенитального тракта. Фемофлор 8. (UROGENITAL TRACT MICROBIOCENOSIS (PCR Panel Femoflor 8));;Соскоб;до 6 р.д.;1 755,00
372;;;Исследование биоценоза урогенитального тракта. Фемофлор 16. (UROGENITAL TRACT MICROBIOCENOSIS (PCR Panel Femoflor 16));;Соскоб;до 6 р.д.;2 380,00
3020;;;ИНБИОФЛОР − комплексное исследование микрофлоры урогенитального тракта (INBIOFLOR − Comprehensive Study of Microflora Composition of Urogenital Tract (UGT));;Соскоб;до 5 р.д.;3 310,00
3025СМР;;;Выявление возбудителей ИППП (4 + КВМ): определение ДНК Chlamydia trachomatis, Neisseria gonorrhoeae, Trichomonas vaginalis, Mycoplasma genitalium, ДНК человека  (Identification of Sexually Transmitted Infections (STI) Pathogens, Chlamydia trachomatis DNA, Neisseria gonorrhoeae DNA, Trichomonas vaginalis DNA, Mycoplasma genitalium DNA, Human DNA );;Соскоб;1 р.д.;1 095,00
3022;;;Бактериальный вагиноз  (Bacterial Vaginosis, BV);;Соскоб;до 5 р.д.;1 845,00
3026СМР;;;ИНБИОФЛОР − условно-патогенные микоплазмы человека (урогенитальный скрининг)  (INBIOFLOR − Mycoplasma, Urogenital Screening);;Соскоб;1 р.д.;565,00
3027СМР;;;Условно-патогенные микоплазмы, мониторинг эффективности лечения (Ureaplasma urеalyticum) (Ureaplasma urеalyticum, Effectiveness Monitoring of Treatments);;Соскоб;1 р.д.;425,00
3028СМР;;;Условно-патогенные микоплазмы, мониторинг эффективности лечения (Ureaplasma parvum) (Ureaplasma parvum, Effectiveness Monitoring of Treatments);;Соскоб;1 р.д.;425,00
3029СМР;;;Условно-патогенные микоплазмы, мониторинг эффективности лечения (Mycoplasma hominis) (Mycoplasma hominis, Effectiveness Monitoring of Treatments);;Соскоб;1 р.д.;425,00
3150УРО;;;Андрофлор, исследование микрофлоры урогенитального тракта мужчин в соскобе эпителиальных клеток урогенитального тракта (Androflor®REAL-TIME PCR Detection Kit, the study of men’s urogenital tract microbiocenosis in the epithelial scrapes from the balanus, urethra);;Соскоб;до 6 р.д.;3 095,00
3250УРО;;;Андрофлор Скрин, исследование микрофлоры урогенитального тракта мужчин в соскобе эпителиальных клеток урогенитального тракта (Androflor® Screen REAL-TIME PCR Detection Kit, the study of men’s urogenital tract microbiocenosis in the epithelial scrapes from the balanus, urethra);;Соскоб;до 6 р.д.;2 180,00
3152;;;Андрофлор, исследование микрофлоры урогенитального тракта мужчин в эякуляте;;Эякулят;до 6 р.д.;2 710,00
3153;;;Андрофлор, исследование микрофлоры урогенитального тракта мужчин в секрете предстательной железы;;Секрет простаты;до 6 р.д.;2 710,00
3252;;;Андрофлор Скрин, исследование микрофлоры урогенитального тракта мужчин в эякуляте;;Эякулят;до 6 р.д.;2 710,00
3253;;;Андрофлор Скрин, исследование микрофлоры урогенитального тракта мужчин в секрете предстательной железы;;Секрет простаты;до 5 р.д.;1 860,00
ИППП-М;;;Неинвазивная диагностика ИППП по моче;;Моча;до 2 р.д.;2 005,00
3032;;;ИНБИОФЛОР-ЭКСПЕРТ. Расширенное исследование микрофлоры урогенитального тракта.;;Соскоб;до 5 р.д.;2 190,00
3033;;;Инбиофлор Скрин. Скрининговое исследование микрофлоры урогенитального тракта;;Соскоб;до 5 р.д.;1 865,00
3034;;;Инбиофлор Макси;;Соскоб;до 5 р.д.;4 520,00
3036;;;Биофлор;;Соскоб;до 5 р.д.;1 425,00
380(3058);;;Скрининг микрофлоры урогенитального тракта. Фемофлор Скрин. (UROGENITAL TRACT MICROBIOCENOSIS, Screening ( PCR Panel Femoflor Screen));;Соскоб;до 5 р.д.;1 264,00
10.43. Мобилункус;;;;;;;
;;;;;;;
397УРО;;;Мобилункус, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Mobiluncus curtisii, DNA, Scrape of Urogenital Epithelial Cells);;Соскоб;до 4 р.д.;280,00
10.44. Описторхоз (кошачья двуустка);;;;;;;
КП - коэффициент позитивности;;;;;;;
230;;;Антитела класса IgG к антигенам описторхиса (Anti-Opisthorchis felineus IgG);;Сыворотка крови;до 5 к.д.;585,00
10.45. Острые кишечные инфекции;;;;;;;
;;;;;;;
33111КАЛ;;;Энтеровирусы, определение РНК в кале (Enterovirus, RNA, Fecal);;Кал;до 5 р.д.;675,00
496NOR;;;НОРОВИРУС (Norwalk virus) - диарейный синдром, выявление норовируса геногрупп I и II в кале, иммунохроматография (Norwalk virus GI , GII, One step rapid immunосhromotographic assay, antigen, stool);;Кал;до 2 к.д.;2 160,00
33111СМЕШ;;;Enterovirus (кач.), РНК;;Соскоб;до 5 р.д.;890,00
10.46. Парвовирус В19;;;;;;;
;;;;;;;
3324СВ;;;Парвовирус В19, определение ДНК;;Сыворотка крови;до 3 р.д.;490,00
3324РОТ;;;Парвовирус В19, определение ДНК;;Соскоб;до 3 р.д.;490,00
3324СЛН;;;Парвовирус В19, определение ДНК;;Слюна;до 3 р.д.;490,00
85219;;;Антитела к парвовирусу В19,IgG;;Сыворотка крови;до 9 к.д.;950,00
85319;;;Антитела к парвовирусу В19,IgM;;Сыворотка крови;до 9 к.д.;1 050,00
10.47. Паротит эпидемический;;;;;;;
КП - коэффициент позитивности;;;;;;;
252;;;Aнтитела класса IgG к вирусу эпидемического паротита (Anti-Mumps IgG);;Сыворотка крови;до 4 р.д.;910,00
253;;;Aнтитела класса IgM к вирусу эпидемического паротита (Anti-Mumps IgM);;Сыворотка крови;до 6 р.д.;910,00
10.48. Протозойные инфекции;;;;;;;
;;;;;;;
3349;;;Скрининговое исследование на выявление возбудителей кишечных паразитозов (лямблиоза, амебиаза, бластоцистной инвазии, криптоспоридиоза, изоспороза) методом ПЦР, тест-система Прото-скрин (Screening  of intestinal parasitoses. PROTO-screen assay);;Кал;до 5 р.д.;2 510,00
10.49. Респираторно-синцитиальная инфекция (респираторно-синцитиальный вирус);;;;;;;
;;;;;;;
248;;;Aнтитела класса IgG к респираторно-синцитиальному вирусу (Anti-Respiratory Syncytial Virus (RSV) IgG);;Сыворотка крови;до 6 р.д.;910,00
249;;;Aнтитела класса IgM к респираторно-синцитиальному вирусу (Anti-Respiratory Syncytial Virus (RSV) IgM);;Сыворотка крови;до 6 р.д.;910,00
